scaffold_1	441864	444864
scaffold_1	560864	563864
scaffold_1	571864	577864
scaffold_1	754886	763886
scaffold_1	767886	770886
scaffold_1	794886	813886
scaffold_1	1406590	1411590
scaffold_1	2134590	2144590
scaffold_1	2755240	2781330
scaffold_1	2979330	2985330
scaffold_1	2986330	2990330
scaffold_1	3310060	3319060
scaffold_1	3349060	3354060
scaffold_1	3355060	3358060
scaffold_1	3385060	3399060
scaffold_1	3472060	3480060
scaffold_1	3500060	3504060
scaffold_1	3516060	3522060
scaffold_1	3551060	3557060
scaffold_1	3613060	3640060
scaffold_1	3667060	3674060
scaffold_1	3683060	3695060
scaffold_1	3727060	3730060
scaffold_1	3746060	3749060
scaffold_1	3761060	3764060
scaffold_1	3767060	3771060
scaffold_1	3785060	3791060
scaffold_1	3804060	3809060
scaffold_1	3810060	3850060
scaffold_1	3873480	3886480
scaffold_1	3920060	3928060
scaffold_1	3934060	3940060
scaffold_1	3940480	3943480
scaffold_1	4009060	4017480
scaffold_1	4029480	4032480
scaffold_1	4078480	4084480
scaffold_1	4353480	4360480
scaffold_1	4364480	4370480
scaffold_1	4374480	4383480
scaffold_1	4391480	4396480
scaffold_1	4431480	4436480
scaffold_1	4588370	4592370
scaffold_1	4660370	4669370
scaffold_1	4823370	4830370
scaffold_1	4949370	4955370
scaffold_1	5095030	5105370
scaffold_1	5108030	5115030
scaffold_1	5119370	5122370
scaffold_1	5176030	5182030
scaffold_1	5205370	5208370
scaffold_1	5237030	5240370
scaffold_1	5331030	5334030
scaffold_1	5335030	5341030
scaffold_1	5385030	5390030
scaffold_1	5407030	5416030
scaffold_1	5458030	5464030
scaffold_1	5534030	5537030
scaffold_1	5607220	5613220
scaffold_1	5868220	5871220
scaffold_1	5924220	5927220
scaffold_1	5957220	5962220
scaffold_1	6020220	6025220
scaffold_1	6043220	6047220
scaffold_1	6063550	6066550
scaffold_1	6116550	6122550
scaffold_1	6382550	6385550
scaffold_1	6392550	6397550
scaffold_1	6463570	6469570
scaffold_1	6480570	6486570
scaffold_1	6542570	6545570
scaffold_1	6553570	6557570
scaffold_1	6600570	6607570
scaffold_1	6847570	6850570
scaffold_1	6873570	6899570
scaffold_1	6928570	6932570
scaffold_1	6933570	6966570
scaffold_1	6969570	6989570
scaffold_1	7041220	7049220
scaffold_1	7111220	7116220
scaffold_1	7124220	7128220
scaffold_1	7149220	7154220
scaffold_1	7169220	7172220
scaffold_1	7188220	7192220
scaffold_1	7205220	7214220
scaffold_1	7259220	7262220
scaffold_1	7267220	7287220
scaffold_1	7349590	7352590
scaffold_1	7518590	7522590
scaffold_1	7546590	7549590
scaffold_1	7560590	7567590
scaffold_1	7598590	7605590
scaffold_1	7616590	7622590
scaffold_1	7623590	7628590
scaffold_1	7655590	7661590
scaffold_1	7717590	7721590
scaffold_1	7921110	7928590
scaffold_1	8033110	8039110
scaffold_1	8044110	8047110
scaffold_1	8202110	8208110
scaffold_1	8253110	8262900
scaffold_1	8263900	8266900
scaffold_1	8285900	8291900
scaffold_1	8447900	8452900
scaffold_1	8488900	8492900
scaffold_1	8498900	8504900
scaffold_1	8507900	8514900
scaffold_1	8519900	8524900
scaffold_1	8555900	8576900
scaffold_1	8612900	8615900
scaffold_1	8651900	8660900
scaffold_1	8722900	8725900
scaffold_1	8892900	8895900
scaffold_1	9034600	9037600
scaffold_1	9145600	9149600
scaffold_1	9208600	9221600
scaffold_1	9271600	9275600
scaffold_1	9280600	9283600
scaffold_1	9488380	9491380
scaffold_1	9525040	9529040
scaffold_1	9552040	9561380
scaffold_1	9645040	9651040
scaffold_1	9655040	9659040
scaffold_1	9785040	9791040
scaffold_1	9869040	9874040
scaffold_1	9994510	10001500
scaffold_1	10046500	10049500
scaffold_1	10108500	10113500
scaffold_1	10143500	10149500
scaffold_1	10227500	10237500
scaffold_1	10271500	10275500
scaffold_1	10335500	10341500
scaffold_1	10352500	10355500
scaffold_1	10392000	10396000
scaffold_1	10501000	10505000
scaffold_1	10725000	10729000
scaffold_1	10805000	10809000
scaffold_1	11036100	11041100
scaffold_1	11195100	11198100
scaffold_1	11263600	11269600
scaffold_1	11279100	11284600
scaffold_1	11379600	11382600
scaffold_1	11659700	11667700
scaffold_1	11725700	11730700
scaffold_1	11748700	11761700
scaffold_1	11767700	11772700
scaffold_1	11798700	11801700
scaffold_1	11822300	11825300
scaffold_1	11887300	11890300
scaffold_1	11922300	11928300
scaffold_1	11938300	11944300
scaffold_1	11952300	11957300
scaffold_1	12005300	12011300
scaffold_1	12049300	12056300
scaffold_1	12111300	12116300
scaffold_1	12159300	12162300
scaffold_1	12174900	12177900
scaffold_1	12241900	12245900
scaffold_1	12261900	12266900
scaffold_1	12397900	12411900
scaffold_1	12465900	12471900
scaffold_1	12623900	12641800
scaffold_1	12644800	12651900
scaffold_1	12747800	12750800
scaffold_1	12758800	12763800
scaffold_1	12867800	12870800
scaffold_1	12993800	12999800
scaffold_1	13025800	13030800
scaffold_1	13147800	13153800
scaffold_1	13177800	13183800
scaffold_1	13207800	13219800
scaffold_1	13222800	13241800
scaffold_1	13245800	13252800
scaffold_1	13293800	13301800
scaffold_1	13316800	13319800
scaffold_1	13343800	13353800
scaffold_1	13362800	13366800
scaffold_1	13373800	13377800
scaffold_1	13378800	13387800
scaffold_1	13390800	13394800
scaffold_1	13396800	13406800
scaffold_1	13409800	13416800
scaffold_1	13496800	13499800
scaffold_1	13581800	13587800
scaffold_1	13644800	13647800
scaffold_1	13699800	13705800
scaffold_1	13710800	13717800
scaffold_1	13725800	13731800
scaffold_1	13738800	13743800
scaffold_1	13913300	13921300
scaffold_1	13960800	13966800
scaffold_1	14170300	14175300
scaffold_1	14203300	14211300
scaffold_1	14250300	14256300
scaffold_1	14265300	14271300
scaffold_1	14304100	14309100
scaffold_1	14588100	14591100
scaffold_1	14621100	14626100
scaffold_1	14647100	14653100
scaffold_1	14685100	14696100
scaffold_1	14697100	14703100
scaffold_1	14760100	14765100
scaffold_1	14787100	14792100
scaffold_1	14795100	14802100
scaffold_1	14944900	14949900
scaffold_1	14960900	14963900
scaffold_1	15211900	15218900
scaffold_1	15275900	15280900
scaffold_1	15428100	15440100
scaffold_1	15451100	15460100
scaffold_1	15469100	15473100
scaffold_1	15491100	15526100
scaffold_1	15534100	15543100
scaffold_1	15562100	15567100
scaffold_1	15665100	15675100
scaffold_1	15752100	15755100
scaffold_1	15758100	15768100
scaffold_1	15795100	15801100
scaffold_1	15824100	15830100
scaffold_1	15852400	15857400
scaffold_1	15867400	15873400
scaffold_1	15899400	15910400
scaffold_1	16502400	16505400
scaffold_1	16550400	16553400
scaffold_1	16556400	16562400
scaffold_1	16897000	16902000
scaffold_1	16986000	16992000
scaffold_1	17075000	17088000
scaffold_1	17142000	17154000
scaffold_1	17176000	17180000
scaffold_1	17193000	17211000
scaffold_1	17219000	17223000
scaffold_1	17231000	17237000
scaffold_1	17273000	17276000
scaffold_1	17289000	17295000
scaffold_1	17623100	17626100
scaffold_1	17636100	17640100
scaffold_1	17767100	17770100
scaffold_1	17870100	17873100
scaffold_1	17985300	17992300
scaffold_1	18020300	18023300
